Average electricity cost assumption: 0.05 USD/kWh,,,,,,,
Timestamp,Date and Time,"power MAX, GW","power MIN, GW","power GUESS, GW","annualised consumption MAX, TWh","annualised consumption MIN, TWh","annualised consumption GUESS, TWh"
1279411200,2010-07-18T00:00:00,2.66617854612e-05,2.244033609651e-05,2.44399700061e-05,0.000233717211352879,0.000196711986222007,0.000214240777073473
1279497600,2010-07-19T00:00:00,2.681671695e-05,2.257073676625e-05,2.45819905375e-05,0.0002350753407837,0.000197855078492948,0.000215485729051725
1279584000,2010-07-20T00:00:00,2.7230096606e-05,2.29186646433833e-05,2.49609218888333e-05,0.000238699026848196,0.000200905014263898,0.000218807441277513
1279670400,2010-07-21T00:00:00,2.84443564044e-05,2.394066664037e-05,2.60739933707e-05,0.00024934322824097,0.000209863883769483,0.000228564625887556
1279756800,2010-07-22T00:00:00,2.821182175968e-05,2.3744949981064e-05,2.586083661304e-05,0.000247304829545355,0.000208148231534007,0.000226696093749909
1279843200,2010-07-23T00:00:00,2.85218507762e-05,2.40058910699683e-05,2.61450298781833e-05,0.000250022543904169,0.000210435641119342,0.000229187331912155
1279929600,2010-07-24T00:00:00,2.86325611112571e-05,2.40990722686414e-05,2.62465143519857e-05,0.00025099303070128,0.000211252467506911,0.000230076944809507
1280016000,2010-07-25T00:00:00,2.99390502132e-05,2.519870059611e-05,2.74441293621e-05,0.000262445714168911,0.0002208918094255,0.000240575237988169
1280102400,2010-07-26T00:00:00,3.14670172400571e-05,2.64847395103814e-05,2.88447658033857e-05,0.000275839873126341,0.000232165226548004,0.000252853217032479
1280188800,2010-07-27T00:00:00,3.23426476134857e-05,2.72217284080171e-05,2.96474269790286e-05,0.000283515648979816,0.000238625671224678,0.000259889344898164
1280275200,2010-07-28T00:00:00,3.24951498629143e-05,2.73500844679529e-05,2.97872207076714e-05,0.000284852483698307,0.000239750840446075,0.000261114776723448
1280361600,2010-07-29T00:00:00,3.39597112884e-05,2.858275700107e-05,3.11297353477e-05,0.000297690829154114,0.00025055644787138,0.000272883260057938
1280448000,2010-07-30T00:00:00,3.50852343260571e-05,2.95300722244314e-05,3.21614647988857e-05,0.000307557164102217,0.000258860613119366,0.000281927400427032
1280534400,2010-07-31T00:00:00,3.69470622709714e-05,3.10971107447343e-05,3.38681404150571e-05,0.000323877947867336,0.000272597272788341,0.000296888118878391
1280620800,2010-08-01T00:00:00,3.89512338279429e-05,3.27839551385186e-05,3.57052976756143e-05,0.000341446515735747,0.000287384150744254,0.000312992639424435
1280707200,2010-08-02T00:00:00,4.07790278838857e-05,3.43223484689371e-05,3.73807755602286e-05,0.000357468958430142,0.000300869706678703,0.000327679878560964
1280793600,2010-08-03T00:00:00,4.26572961356571e-05,3.59032242475114e-05,3.91025214576857e-05,0.00037393385792517,0.000314727663753685,0.000342772703098073
1280880000,2010-08-04T00:00:00,4.51595599148571e-05,3.80092962616714e-05,4.13962632552857e-05,0.000395868702213638,0.000333189491029812,0.000362879643695835
1280966400,2010-08-05T00:00:00,4.67523802716e-05,3.934992006193e-05,4.28563485823e-05,0.000409831365460846,0.000344941399262878,0.000375678751672442
1281052800,2010-08-06T00:00:00,4.76453833872e-05,4.010153101756e-05,4.36749347716e-05,0.000417659430772195,0.000351530020899931,0.000382854478207846
1281139200,2010-08-07T00:00:00,4.82564475090857e-05,4.06158433201471e-05,4.42350768833286e-05,0.000423016018864645,0.00035603848254441,0.000387764683959258
1281225600,2010-08-08T00:00:00,4.96851837882857e-05,4.18183630218071e-05,4.55447518059286e-05,0.000435540321088113,0.000366579770249161,0.00039924529433077
1281312000,2010-08-09T00:00:00,5.06379609150857e-05,4.26202837701971e-05,4.64181308388286e-05,0.000443892365381641,0.000373609407529548,0.000406901334933171
1281398400,2010-08-10T00:00:00,5.20805119596e-05,4.383443089933e-05,4.77404692963e-05,0.000456537767837854,0.000384252621263527,0.000418492953851366
1281484800,2010-08-11T00:00:00,5.48505809761714e-05,4.61659056549443e-05,5.02796992281572e-05,0.000480820192837119,0.000404690328971242,0.000440751843434026
1281571200,2010-08-12T00:00:00,5.72172490304571e-05,4.81578512673014e-05,5.24491449445857e-05,0.000501566405000987,0.000422151724209164,0.000459769204584238
1281657600,2010-08-13T00:00:00,6.01382498790857e-05,5.06163603148971e-05,5.51267290558286e-05,0.000527171898440065,0.000443703014520388,0.000483240906903393
1281744000,2010-08-14T00:00:00,6.55506933497143e-05,5.51718335693429e-05,6.00881355705714e-05,0.000574617377903595,0.00048363629306886,0.000526732596411629
1281830400,2010-08-15T00:00:00,6.69456656554286e-05,5.63459352599857e-05,6.13668601841429e-05,0.000586845705135487,0.000493928468489035,0.000537941896374196
1281916800,2010-08-16T00:00:00,6.79605233439429e-05,5.72001071478186e-05,6.22971463986143e-05,0.000595741947633003,0.000501416139257778,0.000546096785330253
1282003200,2010-08-17T00:00:00,6.78087817654286e-05,5.70723913192357e-05,6.21580499516429e-05,0.000594411780955747,0.00050029658230442,0.000544877465876101
1282089600,2010-08-18T00:00:00,6.61025969046857e-05,5.56363523947771e-05,6.05940471626286e-05,0.000579455364466475,0.000487708265092616,0.000531167417427602
1282176000,2010-08-19T00:00:00,6.52085386649143e-05,5.48838533763029e-05,5.97744937761714e-05,0.000571618049936639,0.000481111858696671,0.000523983212441919
1282262400,2010-08-20T00:00:00,6.80210580260571e-05,5.72510571719314e-05,6.23526365238857e-05,0.000596272594656417,0.000501862767169151,0.000546583211768382
1282348800,2010-08-21T00:00:00,6.67500014660571e-05,5.61812512339314e-05,6.11875013438857e-05,0.000585130512851457,0.000492484848316643,0.000536369636780502
1282435200,2010-08-22T00:00:00,7.00409092189714e-05,5.89510985926343e-05,6.42041667840572e-05,0.000613978610213503,0.000516765330263032,0.000562813726029045
1282521600,2010-08-23T00:00:00,7.41609728062286e-05,6.24188187785757e-05,6.79808917390429e-05,0.0006500950876194,0.000547163365412995,0.00059592049698445
1282608000,2010-08-24T00:00:00,7.95295427415429e-05,6.69373651407986e-05,7.29020808464143e-05,0.000697155971672365,0.00058677294282424,0.000639059640699668
1282694400,2010-08-25T00:00:00,8.47108404053143e-05,7.12982906744729e-05,7.76516037048714e-05,0.000742575226992985,0.000625000816052429,0.000680693958076903
1282780800,2010-08-26T00:00:00,8.95833302156571e-05,7.53993029315114e-05,8.21180526976857e-05,0.00078528747267045,0.000660950289497629,0.000719846849947913
1282867200,2010-08-27T00:00:00,9.05380212886286e-05,7.62028345845957e-05,8.29931861812429e-05,0.000793656294616118,0.000667994047968566,0.000727518270064775
1282953600,2010-08-28T00:00:00,9.2665176156e-05,7.79931899313e-05,8.4943078143e-05,0.000812302934183496,0.000683688302937776,0.000744611023001538
1283040000,2010-08-29T00:00:00,9.17494510640571e-05,7.72224546455814e-05,8.41036634753857e-05,0.000804275688027525,0.000676932037423167,0.000737252714025231
1283126400,2010-08-30T00:00:00,8.97827732218286e-05,7.55671674617057e-05,8.23008754533429e-05,0.000787035790062549,0.000662421789969312,0.000721449474224004
1283212800,2010-08-31T00:00:00,9.03526384254857e-05,7.60468040081171e-05,8.28232518900286e-05,0.000792031228437808,0.000666626283935155,0.00072602862606799
1283299200,2010-09-01T00:00:00,8.88070042032e-05,7.474589520436e-05,8.14064205196e-05,0.000778482198845251,0.00065522251736142,0.000713608682274814
1283385600,2010-09-02T00:00:00,8.73692870996571e-05,6.52294698116834e-05,7.55652549996457e-05,0.000765879170715594,0.000571801532369217,0.000662405025326894
1283472000,2010-09-03T00:00:00,8.68370137618286e-05,5.60491593104477e-05,7.03221174006529e-05,0.000761213262636189,0.000491326930515385,0.000616443681134123
1283558400,2010-09-04T00:00:00,8.76734573142857e-05,4.71156702865871e-05,6.58407161115786e-05,0.000768545526817028,0.000413015965732223,0.000577159717434098
1283644800,2010-09-05T00:00:00,8.79015849752571e-05,3.85221159434634e-05,6.12656163171957e-05,0.000770545293893104,0.0003376848683604,0.000537054392636538
1283731200,2010-09-06T00:00:00,8.85859434204e-05,3.0685274772508e-05,5.731169382829e-05,0.000776544380023226,0.000268987118655805,0.00050239430809879
1283817600,2010-09-07T00:00:00,8.67609957459429e-05,2.06299382524666e-05,5.09995811745043e-05,0.000760546888708935,0.000180842038721122,0.000447062328575705
1283904000,2010-09-08T00:00:00,8.88976712686286e-05,1.25725269181937e-05,4.75911915476329e-05,0.000779276986340798,0.000110210770964886,0.00041718438510655
1283990400,2010-09-09T00:00:00,8.87746143449143e-05,1.25551233522309e-05,4.75253132682114e-05,0.000778198269347519,0.000110058211305656,0.000416606896109141
1284076800,2010-09-10T00:00:00,9.16953943536e-05,1.2968200373904e-05,4.908894703812e-05,0.000803801826903658,0.000113679244477642,0.00043031370973616
1284163200,2010-09-11T00:00:00,9.18452465237143e-05,1.29893935099629e-05,4.91691700994214e-05,0.000805115431026879,0.000113865023508334,0.000431016945091528
1284249600,2010-09-12T00:00:00,9.46899839787429e-05,1.33917160648526e-05,5.06920946394343e-05,0.00083005239955766,0.000117391783024498,0.000444366901609281
1284336000,2010-09-13T00:00:00,9.75452726754857e-05,1.37955308497251e-05,5.22206677657186e-05,0.000855081860273308,0.000120931623428691,0.000457766373634289
1284422400,2010-09-14T00:00:00,0.000103031059544914,1.45713689802309e-05,5.51574728582114e-05,0.000903170267970719,0.000127732620480704,0.000483510407075081
1284508800,2010-09-15T00:00:00,0.000103651791548743,1.46591572171526e-05,5.54897805021843e-05,0.00090861160471628,0.000128502172165559,0.000486423415882148
1284595200,2010-09-16T00:00:00,0.000110956121734286,1.56921863906571e-05,5.94001391429286e-05,0.000972641363122749,0.0001375577059005,0.000520701619726912
